Date Planted,Plant ID,Soil ID,Soil,Species ID,Measure Date,Survival (Yes=1),Leaf Count,Height,Height of First Petiole,Length of biggest leaf,Introduction.Field,Present in plot,Plot ID,Row,Number of plant in row,Plot Measure Date,L.c,H,H.Petiole,LBL
1/31/2017,294,31T,T,PRSE2,3/21/2017,1,5,3.2,2.7,1.9,4/19/2017,1,C2,1,4,05/06/2017,4,2.2,2,3.2
1/31/2017,294,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,294,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,294,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,294,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,294,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,1,5,5.7,2.6,3.2,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,1,5,3.9,2.2,3,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,295,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,296,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,5,5.8,3,3.6,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,5,4.9,2.4,3.3,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,4,5.1,3,3.1,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,5,5.1,3.4,2.9,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,5,5.4,2.9,2.6,4/19/2017,0,0,,,,,,,
1/31/2017,297,21C,C,PRSE2,3/21/2017,1,5,3.7,1.8,1.9,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,1,4,5,3.4,2.4,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,298,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,1,5,6.2,3.2,4,4/19/2017,1,C2,1,7,05/06/2017,4,2.5,2,2.5
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,1,5,5.2,3,3.2,4/19/2017,1,FALSE,,,,,,,
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,1,4,2.9,2.5,3,4/19/2017,1,FALSE,,,,,,,
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,1,4,2.6,2,2.4,4/19/2017,1,FALSE,,,,,,,
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,299,32CIR,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,300,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,1,6,5.1,3,3,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,301,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,302,41C,C,PRSE2,3/21/2017,1,5,4.8,1.5,3.8,4/19/2017,1,C2,2,1,05/06/2017,7,5,1.7,4.6
1/31/2017,302,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,302,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,302,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,302,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,302,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,303,23T,T,PRSE2,3/21/2017,1,5,5.4,3.5,5.2,4/19/2017,1,C2,2,2,05/06/2017,8,4,1.8,4.2
1/31/2017,303,23T,T,PRSE2,3/21/2017,1,6,6.3,3.2,4.9,4/19/2017,1,C2,2,3,05/06/2017,3,5.1,4.9,5.2
1/31/2017,303,23T,T,PRSE2,3/21/2017,1,6,5.8,3.2,4.6,4/19/2017,1,C2,2,6,05/06/2017,6,6.3,3,5.7
1/31/2017,303,23T,T,PRSE2,3/21/2017,1,6,3.7,0.8,2.6,4/19/2017,1,C2,2,7,05/06/2017,6,5.7,2.6,5.2
1/31/2017,303,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,303,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,304,11T,T,PRSE2,3/21/2017,1,6,5.3,0.9,4,4/19/2017,1,C2,3,2,05/06/2017,5,5.2,1.7,5.5
1/31/2017,304,11T,T,PRSE2,3/21/2017,1,3,2.6,2.4,2.1,4/19/2017,1,C2,3,4,05/06/2017,5,1.9,1,5.1
1/31/2017,304,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,304,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,304,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,304,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,305,32C,C,PRSE2,3/21/2017,1,5,5.6,3,3.8,4/19/2017,1,C2,3,5,05/06/2017,6,4.9,2.1,6.1
1/31/2017,305,32C,C,PRSE2,3/21/2017,1,4,4.5,2,3.3,4/19/2017,1,C2,3,8,05/06/2017,4,5.2,3.4,4
1/31/2017,305,32C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,305,32C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,305,32C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,305,32C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,306,31T,T,PRSE2,3/21/2017,1,5,6.3,3.4,5.6,4/19/2017,1,C2,4,1,05/06/2017,5,6.4,4.2,6
1/31/2017,306,31T,T,PRSE2,3/21/2017,1,5,5.7,3.4,5.5,4/19/2017,1,C2,4,2,05/06/2017,4,5.6,5,6.4
1/31/2017,306,31T,T,PRSE2,3/21/2017,1,4,4.6,2.5,4.6,4/19/2017,1,C2,4,3,05/06/2017,3,3.9,3,4.2
1/31/2017,306,31T,T,PRSE2,3/21/2017,1,4,7.4,0.6,4.4,4/19/2017,1,C2,4,7,05/06/2017,6,4.4,2.2,5.7
1/31/2017,306,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,306,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,307,33T,T,PRSE2,3/21/2017,1,4,3.4,2.5,2.7,4/19/2017,1,C2,4,9,05/06/2017,6,2,1.6,2.7
1/31/2017,307,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,307,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,307,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,307,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,307,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,308,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,5,4.4,2.2,5.1,4/19/2017,1,C2,5,2,05/06/2017,5,3.3,2.7,7
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,5,6.2,2.5,4.7,4/19/2017,1,C2,5,4,05/06/2017,6,7.2,1.4,6
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,5,8.3,3.3,4.1,4/19/2017,1,C2,5,5,05/06/2017,6,6,2,5.5
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,4,3.2,1.6,2,4/19/2017,1,C2,5,7,05/06/2017,4,2.4,1.6,2.3
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,5,2.7,0.6,1.8,4/19/2017,1,C2,5,9,05/06/2017,6,4.6,1.7,6.7
1/31/2017,309,11CIR,C,PRSE2,3/21/2017,1,4,2,1.3,1.4,4/19/2017,1,C2,7,1,05/06/2017,5,3.4,1.7,5
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,5,7,4,4.8,4/19/2017,1,C2,6,1,05/06/2017,7,6.2,1.7,5
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,5,7.1,3.1,4.6,4/19/2017,1,C2,6,2,05/06/2017,6,6.2,2.1,5.2
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,6,7.4,2.6,4,4/19/2017,1,C2,6,5,05/06/2017,6,6.4,2.1,6.4
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,5,6.8,3.3,3.5,4/19/2017,1,C2,6,7,05/06/2017,5,2.9,0.7,4
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,4,4,0.6,3.3,4/19/2017,1,C2,6,8,05/06/2017,5,5.8,3,5.2
2/11/2017,310,33C,C,PRSE2,3/21/2017,1,3,3.7,1.6,1.7,4/19/2017,1,C2,6,8,05/06/2017,5,3.4,2.4,4.3
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,5,7,3.6,5.7,4/19/2017,1,C2,7,2,05/06/2017,7,4.4,1.9,5.7
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,4,5.4,2.6,5,4/19/2017,1,C2,7,6,05/06/2017,6,5.4,2,4.9
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,5,6.1,2.5,4.9,4/19/2017,1,C2,8,2,05/06/2017,6,16,2.1,6.2
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,6,5.1,2.6,4.7,4/19/2017,1,C2,8,6,05/06/2017,5,4.2,1.9,6.2
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,6,5.4,2.2,4.1,4/19/2017,1,C2,8,7,05/06/2017,6,6.2,2.4,5.6
2/11/2017,311,23T,T,PRSE2,3/21/2017,1,6,5.6,1.4,3.8,4/19/2017,1,C2,9,3,05/06/2017,5,3.7,1.7,6.5
2/11/2017,312,22T,T,PRSE2,3/21/2017,1,5,6,2,4,4/19/2017,1,C2,9,6,05/06/2017,4,6.1,3.6,7
2/11/2017,312,22T,T,PRSE2,3/21/2017,1,4,6,4.3,3.2,4/19/2017,1,FALSE,,,,,,,
2/11/2017,312,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
2/11/2017,312,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
2/11/2017,312,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
2/11/2017,312,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,1,5,6,3,6.2,4/19/2017,1,I2,1,8,05/05/2017,4,6.2,5.6,3.3
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,1,6,6.9,2.9,5.2,4/19/2017,1,I2,1,7,05/05/2017,7,7.6,3.6,5.6
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,1,5,7.6,2.9,4.2,4/19/2017,1,I2,1,6,05/05/2017,6,7.2,3,4.9
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,1,4,5.4,3.2,3.3,4/19/2017,1,C2,9,8,05/06/2017,6,5.4,2.6,7.7
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,1,4,5.9,3.4,2.7,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,313,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,5,7.4,2.5,5.7,4/19/2017,1,I2,1,5,05/05/2017,6,7.4,3.8,5.3
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,6,6.9,1.5,5.2,4/19/2017,1,I2,1,4,05/05/2017,6,5.8,2.7,5.5
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,6,5.4,2.9,5,4/19/2017,1,I2,1,3,05/05/2017,6,7,2.5,6.4
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,6,7.9,2.7,5,4/19/2017,1,I2,2,3,05/05/2017,6,7.8,2.4,5.5
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,4,6,2.6,4.6,4/19/2017,1,I2,2,4,05/05/2017,6,7.1,1.9,6
2/11/2017,314,33TIR,T,PRSE2,3/21/2017,1,5,6.8,2.2,4.6,4/19/2017,1,I2,2,5,05/05/2017,6,7.9,2.4,4.6
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,5,5.6,2.4,5.1,4/19/2017,1,I2,3,9,05/05/2017,6,7.6,3.4,5.2
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,6,6.8,2.3,5,4/19/2017,1,I2,3,7,05/05/2017,6,6.4,2.7,5
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,5,6.6,2.1,4.6,4/19/2017,1,I2,3,6,05/05/2017,6,5.5,1.9,5
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,6,7.2,3,4.2,4/19/2017,1,I2,3,5,05/05/2017,6,7,1.6,4.3
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,5,6.4,2.4,4,4/19/2017,1,I2,3,3,05/05/2017,5,4.6,2.5,6.2
2/11/2017,315,42T,T,PRSE2,3/21/2017,1,4,3.6,2.2,3,4/19/2017,1,I2,3,1,05/05/2017,6,7.4,2.5,4.7
2/11/2017,316,22T,T,PRSE2,3/21/2017,1,5,5.8,3,4.9,4/19/2017,1,I2,4,2,05/05/2017,5,5.5,3,4.5
2/11/2017,316,22T,T,PRSE2,3/21/2017,1,5,4.6,2.9,4.3,4/19/2017,1,I2,4,3,05/05/2017,2,5,4.9,4.5
2/11/2017,316,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,316,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,316,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,316,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,4,6.5,3.6,5.2,4/19/2017,1,I2,5,1,05/05/2017,6,4.6,2.6,5
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,5,5,2.2,5,4/19/2017,1,I2,4,8,05/05/2017,6,5,1.4,5.4
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,4,4.6,2.1,4.3,4/19/2017,1,I2,4,6,05/05/2017,5,4.9,1.4,6.1
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,4,6.2,2.6,2.8,4/19/2017,1,I2,4,5,05/05/2017,5,6.5,3.7,5.5
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,3,3.3,3.2,2.6,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,317,42C,C,PRSE2,3/21/2017,1,4,3.6,1.9,2.2,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,1,5,7.1,2.1,5.9,4/19/2017,1,I2,6,8,05/05/2017,6,7.3,3.4,4
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,1,5,6.7,2.4,5.2,4/19/2017,1,I2,6,7,05/05/2017,5,4.7,3,4.4
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,1,5,6.4,2.9,5,4/19/2017,1,I2,7,5,05/05/2017,5,8.1,4.2,5.3
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,1,4,4.4,2.7,4.3,4/19/2017,1,I2,7,6,05/05/2017,6,8.5,3.2,6.5
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,1,4,4.5,2.3,2.8,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,318,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,319,23T,T,PRSE2,3/21/2017,1,4,7,3.2,5.4,4/19/2017,1,I2,8,7,05/05/2017,4,6.8,5.4,4.4
2/11/2017,319,23T,T,PRSE2,3/21/2017,1,5,7.2,2.4,5.2,4/19/2017,1,I2,9,3,05/04/2017,6,7.8,3.4,6
2/11/2017,319,23T,T,PRSE2,3/21/2017,1,4,7,2.7,4.6,4/19/2017,1,I2,9,9,05/04/2017,6,7.4,4,6.1
2/11/2017,319,23T,T,PRSE2,3/21/2017,1,5,6.7,2.7,3.9,4/19/2017,1,I2,6,3,05/04/2017,6,8.2,3.4,5.6
2/11/2017,319,23T,T,PRSE2,3/21/2017,1,4,5.3,2.3,3.2,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,319,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,320,42C,C,PRSE2,3/21/2017,1,6,7.6,2.6,5.6,4/19/2017,1,I2,7,2,05/04/2017,6,5,1,4.5
2/11/2017,320,42C,C,PRSE2,3/21/2017,1,6,7.6,2.4,5,4/19/2017,1,I2,8,2,05/04/2017,6,6.5,2.5,5.1
2/11/2017,320,42C,C,PRSE2,3/21/2017,1,5,6.7,1.7,4.7,4/19/2017,1,I2,9,3,05/04/2017,6,8.4,3.4,5.7
2/11/2017,320,42C,C,PRSE2,3/21/2017,1,6,7.2,2.7,4.2,4/19/2017,1,I2,8,3,05/04/2017,6,8.1,2.4,5.5
2/11/2017,320,42C,C,PRSE2,3/21/2017,1,4,5.8,1.7,4,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,320,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,1,4,2.9,1.8,1,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,321,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,1,5,5.6,3,4,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,322,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,1,5,5,2.6,4.5,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,1,4,5.6,3,4.5,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,1,4,6,1.9,2.7,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,323,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,1,5,7,2.5,5.8,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,1,5,7,3.4,5.3,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,1,4,4.8,2,5,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,1,5,6.1,3.6,4.9,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,1,5,8.5,2.3,4.6,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,324,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,325,21C,C,PRSE2,3/21/2017,1,6,6.8,3,4.6,4/19/2017,1,I3,4,4,05/03/2017,6,6.3,4.3,5.6
2/11/2017,325,21C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,325,21C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,325,21C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,325,21C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,325,21C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,326,11T,T,PRSE2,3/21/2017,1,5,7.6,3,5,4/19/2017,1,I3,4,9,05/03/2017,6,8.2,3.4,5.1
2/11/2017,326,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,326,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,326,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,326,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,326,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,8.9,3.6,5.7,4/19/2017,1,I3,2,1,05/03/2017,5,7.4,4.2,5.3
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,6.3,3,5.3,4/19/2017,1,I3,2,8,05/03/2017,6,8.5,3.6,6
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,6.9,3.7,5.2,4/19/2017,1,I3,2,7,05/03/2017,6,7.2,3.5,6.2
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,7.6,3,5,4/19/2017,1,I3,3,3,05/03/2017,6,9,5,4.8
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,7.8,2.3,4.6,4/19/2017,1,I3,3,5,05/03/2017,6,8.5,2.5,5.1
2/11/2017,327,32CIR,C,PRSE2,3/21/2017,1,5,8.2,4,4.6,4/19/2017,1,I3,3,6,05/03/2017,6,9.6,4.2,6.6
2/12/2017,327,32CIR,C,PRSE3,3/22/2017,1,5,8.2,4,4.6,4/20/2017,1,C3,1,3,05/04/2017,6,7,2.7,5.7
2/11/2017,328,23C,C,PRSE2,3/21/2017,1,5,6,2.2,5.6,4/19/2017,1,I3,1,2,05/03/2017,4,7.1,4.9,4.4
2/11/2017,328,23C,C,PRSE2,3/21/2017,1,5,6.8,3.2,5.4,4/19/2017,1,I3,1,5,05/03/2017,5,6.4,3.1,6
2/11/2017,328,23C,C,PRSE2,3/21/2017,1,5,7.6,3,5,4/19/2017,1,I3,1,6,05/03/2017,6,7.4,3,5
