Date Planted,Plant ID,Soil ID,Soil,Species ID,Measure Date,Survival (Yes=1),Leaf Count,Height,Height of First Petiole,Length of biggest leaf,Introduction.Field,Present in plot,Plot ID,Row,Number of plant in row,Plot Measure Date,L.c,H,H.Petiole,LBL
1/30/2017,260,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,5,6,2.7,6.1,4/19/2017,1,C1,7,1,05/07/2017,6,5.4,2.6,6.2
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,6,5.6,3,6.1,4/19/2017,1,C1,7,2,05/07/2017,5,3.7,1.7,4.2
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,5,5.6,3.2,5.7,4/19/2017,1,C1,7,3,05/07/2017,6,5.2,1.7,6.3
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,5,5.2,3.2,5.6,4/19/2017,1,C1,7,4,05/07/2017,6,4,1.9,6.2
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,5,4.9,2.6,5.1,4/19/2017,1,C1,7,6,05/07/2017,6,5.1,2.6,6
1/30/2017,261,21C,C,PRSE2,3/21/2017,1,1,1,0.8,0.3,4/19/2017,1,FALSE,,,,,,,
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,6,6,3,5.7,4/19/2017,1,C1,7,7,05/07/2017,5,6.2,4.5,6.6
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,5,3.5,2.5,5.6,4/19/2017,1,C1,7,8,05/07/2017,7,4.2,2,5.1
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,6,7.3,3.5,5.5,4/19/2017,1,C1,7,9,05/07/2017,6,7.2,3.1,6.1
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,5,6,2.7,4.2,4/19/2017,1,C1,8,1,05/07/2017,5,6.2,2.2,6.4
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,5,3.6,2.1,3.2,4/19/2017,1,FALSE,,,,,,,
1/30/2017,262,33TIR,T,PRSE2,3/21/2017,1,4,3.6,2.7,2.3,4/19/2017,1,FALSE,,,,,,,
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,3,2.7,2.3,3.1,4/19/2017,1,C1,8,3,05/07/2017,7,3.3,2.1,5.2
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,4,3.3,2.6,2.9,4/19/2017,1,C1,8,4,05/07/2017,5,2.9,2.4,5.3
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,5,3.4,2.3,2.6,4/19/2017,1,C1,8,5,05/07/2017,4,2.2,1.4,3.5
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,5,2.9,1.8,2.6,4/19/2017,1,C1,8,6,05/07/2017,5,1.7,1,3.2
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,4,2.7,1.7,2.4,4/19/2017,1,C1,8,7,05/07/2017,7,3.2,1.5,5.6
1/30/2017,263,22C,C,PRSE2,3/21/2017,1,4,3.5,2.2,2.3,4/19/2017,1,C1,8,8,05/07/2017,7,4.3,2.7,5.7
1/30/2017,264,32C,C,PRSE2,3/21/2017,1,6,6.4,3.1,5.9,4/19/2017,1,C1,9,8,05/07/2017,6,2.6,1.1,5.3
1/30/2017,264,32C,C,PRSE2,3/21/2017,1,6,7.5,2.1,5.3,4/19/2017,1,C1,9,6,05/07/2017,6,5.4,2.3,6.7
1/30/2017,264,32C,C,PRSE2,3/21/2017,1,5,7.6,4,5,4/19/2017,1,C1,9,4,05/07/2017,4,2.3,1.4,6.2
1/30/2017,264,32C,C,PRSE2,3/21/2017,1,5,4,1.7,5,4/19/2017,1,C1,9,3,05/07/2017,6,7.4,3.2,6
1/30/2017,264,32C,C,PRSE2,3/21/2017,1,5,4.4,3.1,3.8,4/19/2017,1,C1,9,2,05/07/2017,7,6.9,1.4,5.8
1/30/2017,264,32C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,1,4,4.6,2.6,6,4/19/2017,1,C1,9,9,05/07/2017,5,3.2,1.9,6.8
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,1,6,6.8,3,4.4,4/19/2017,1,R1,1,3,05/07/2017,3,4.9,3.7,5.7
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,1,5,3.7,1.8,3,4/19/2017,1,R1,1,4,05/07/2017,4,6.1,3.4,6
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,1,4,3.2,2.6,2.4,4/19/2017,1,R1,1,9,05/07/2017,4,5.9,2.9,5.9
1/30/2017,265,33TIR,T,PRSE3,3/21/2017,1,4,3.2,2.6,2.4,4/19/2017,1,R1,1,9,05/07/2017,5,5.9,3.2,5
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,1,R1,2,1,05/07/2017,6,3.2,2,6.5
1/30/2017,265,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,5,6.9,3.2,6.1,4/19/2017,1,R1,2,4,05/07/2017,5,1.8,1.2,3.7
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,4,6.1,3.4,4.6,4/19/2017,1,R1,2,7,05/07/2017,6,6.4,1.7,6.2
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,4,6.2,3.5,4.5,4/19/2017,1,R1,2,8,05/07/2017,5,5.7,3.2,6
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,5,5.4,2.6,4.1,4/19/2017,1,R1,3,4,05/07/2017,4,2.7,2,4.4
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,4,4.9,3,3.6,4/19/2017,1,FALSE,,,,,,,
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,4,3.1,2,2.7,4/19/2017,1,FALSE,,,,,,,
1/30/2017,266,41T,T,PRSE2,3/21/2017,1,4,2.9,2,2.6,4/19/2017,1,FALSE,,,,,,,
1/30/2017,267,22C,C,PRSE2,3/21/2017,1,5,6.8,3,5.1,4/19/2017,1,R1,3,7,05/07/2017,6,6,1.6,5.2
1/30/2017,267,22C,C,PRSE2,3/21/2017,1,6,6.2,2.1,4.6,4/19/2017,1,R1,4,5,05/07/2017,4,1.7,1.4,3
1/30/2017,267,22C,C,PRSE2,3/21/2017,1,5,6.1,2.1,4,4/19/2017,1,R1,4,6,05/07/2017,4,1.7,1.3,3
1/30/2017,267,22C,C,PRSE2,3/21/2017,1,4,2.3,2,2.6,4/19/2017,1,R1,4,7,05/07/2017,4,6.2,3.9,4.1
1/30/2017,267,22C,C,PRSE2,3/21/2017,1,4,2.9,2.2,2.3,4/19/2017,1,R1,4,9,05/07/2017,6,7.3,2.4,4.9
1/30/2017,267,22C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,268,22T,T,PRSE2,3/21/2017,1,6,10,2.6,5,4/19/2017,1,R1,5,1,05/07/2017,3,7.2,5.2,5
1/30/2017,268,22T,T,PRSE2,3/21/2017,1,4,6.1,4,4.6,4/19/2017,1,R1,5,3,05/07/2017,6,5.2,2.9,5.9
1/30/2017,268,22T,T,PRSE2,3/21/2017,1,4,5.3,3.3,4.3,4/19/2017,1,R1,5,8,05/07/2017,5,5.4,3.9,5.8
1/30/2017,268,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,268,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,268,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,5,6,3.5,6,4/19/2017,1,R1,6,3,05/07/2017,4,2.7,2.1,2.5
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,6,6.7,3.7,5,4/19/2017,1,R1,6,8,05/07/2017,6,4.6,2.2,5.1
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,4,4.5,2.5,3.8,4/19/2017,1,R1,8,6,05/07/2017,5,5.5,2.4,5.4
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,5,4.7,1.4,3.3,4/19/2017,1,R1,9,5,05/07/2017,4,5.2,4.2,5.3
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,4,2.9,1.6,2.4,4/19/2017,1,R1,9,3,05/07/2017,4,5.2,4.2,4.2
1/30/2017,269,11C,C,PRSE2,3/21/2017,1,3,3.1,2.6,1.4,4/19/2017,1,FALSE,,,,,,,
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,5,7.3,2.6,5.6,4/19/2017,1,I1,1,3,05/07/2017,6,7,3,4
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,4,6.4,3.6,5.5,4/19/2017,1,I1,1,4,05/07/2017,5,5.2,2.7,5.7
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,3,3.7,2.4,5.3,4/19/2017,1,I1,1,5,05/07/2017,4,4.5,2.2,5
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,4,6.3,3.1,5.1,4/19/2017,1,I1,2,1,05/07/2017,6,6.7,2.3,5.7
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,5,8.3,4.2,5,4/19/2017,1,I1,2,2,05/07/2017,6,7.3,3.1,5.4
1/30/2017,270,32CIR,C,PRSE2,3/21/2017,1,6,7.9,3.2,4.3,4/19/2017,1,I1,2,8,05/07/2017,6,7.3,3.1,5.4
1/31/2017,271,22T,T,PRSE2,3/21/2017,1,4,6.9,5.7,4.7,4/19/2017,1,I1,3,3,05/07/2017,6,4.6,2.6,6.1
1/31/2017,271,22T,T,PRSE2,3/21/2017,1,4,5.3,3.5,4.6,4/19/2017,1,I1,3,9,05/07/2017,5,5.7,3.7,5.7
1/31/2017,271,22T,T,PRSE2,3/21/2017,1,4,4.4,2.6,4.6,4/19/2017,1,I1,4,2,05/07/2017,6,7.4,4.9,6.2
1/31/2017,271,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,271,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,271,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,272,42C,C,PRSE2,3/21/2017,1,4,5.6,3.5,5.3,4/19/2017,1,I1,4,4,05/07/2017,4,5.6,3.4,5.4
1/31/2017,272,42C,C,PRSE2,3/21/2017,1,5,6.8,2.8,4.8,4/19/2017,1,I1,4,5,05/07/2017,6,6.3,4,6.2
1/31/2017,272,42C,C,PRSE2,3/21/2017,1,5,6.9,4.3,4.6,4/19/2017,1,I1,5,1,05/07/2017,5,6.5,2.7,5.7
1/31/2017,272,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,272,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,272,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,273,41C,C,PRSE2,3/21/2017,1,4,6.5,3.4,4.6,4/19/2017,1,I1,5,8,05/07/2017,6,6.3,3.5,5.7
1/31/2017,273,41C,C,PRSE2,3/21/2017,1,5,8.6,5,4.5,4/19/2017,1,I1,6,1,05/07/2017,5,8.2,5.3,4.7
1/31/2017,273,41C,C,PRSE2,3/21/2017,1,5,6,3.1,4.4,4/19/2017,1,I1,6,2,05/07/2017,6,4.2,2.1,3.4
1/31/2017,273,41C,C,PRSE2,3/21/2017,1,4,4.6,3,2.2,4/19/2017,1,I1,7,2,05/07/2017,6,6.2,3.1,5.2
1/31/2017,273,41C,C,PRSE2,3/21/2017,1,4,4.2,2.2,2.2,4/19/2017,0,0,,,,,,,
1/31/2017,273,41C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,274,23T,T,PRSE2,3/21/2017,1,5,7.4,4.3,5.7,4/19/2017,1,I1,8,1,05/07/2017,5,5.1,2.6,5.6
1/31/2017,274,23T,T,PRSE2,3/21/2017,1,4,5.7,2.6,5.1,4/19/2017,1,I1,8,2,05/07/2017,6,7.9,4.3,5.9
1/31/2017,274,23T,T,PRSE2,3/21/2017,1,4,7.1,2.5,4.2,4/19/2017,1,I1,8,3,05/07/2017,4,7.7,5.6,5.4
1/31/2017,274,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,274,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,274,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,275,11T,T,PRSE2,3/21/2017,1,4,3.7,2.6,3.9,4/19/2017,1,I1,9,3,05/07/2017,5,4.3,2.3,5.9
1/31/2017,275,11T,T,PRSE2,3/21/2017,1,3,2.7,2.3,1.4,4/19/2017,1,I1,9,4,05/07/2017,6,2.2,1.9,3.2
1/31/2017,275,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,275,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,275,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,275,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,4,4.6,3,6.4,4/19/2017,1,R2,1,9,05/06/2017,5,4,2.2,8
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,5,7.2,4.1,4.2,4/19/2017,1,R2,1,1,05/06/2017,6,5.4,2.1,5.2
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,6,8.4,2.6,4.1,4/19/2017,1,R2,2,5,05/06/2017,6,5.9,3.2,4.5
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,5,5.8,3.2,3.9,4/19/2017,1,R2,2,6,05/06/2017,6,6.2,1.9,5.6
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,6,6,2.1,3.6,4/19/2017,1,R2,2,9,05/06/2017,4,2,1.6,4.3
1/31/2017,276,32C,C,PRSE2,3/21/2017,1,4,3,2.4,2.9,4/19/2017,1,R2,3,3,05/06/2017,7,8,1.9,4.9
1/31/2017,277,31T,T,PRSE2,3/21/2017,1,4,7.2,3.2,5.5,4/19/2017,1,R2,1,1,05/06/2017,6,6.5,3.9,5.6
1/31/2017,277,31T,T,PRSE2,3/21/2017,1,5,5.7,3.4,4.6,4/19/2017,1,R2,1,3,05/06/2017,6,3.2,1.9,5.7
1/31/2017,277,31T,T,PRSE2,3/21/2017,1,4,4.3,2.7,4.3,4/19/2017,1,R2,1,7,05/06/2017,6,6.7,3.1,6.7
1/31/2017,277,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,277,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,277,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,278,33T,T,PRSE2,3/21/2017,1,5,6.4,3.6,5.3,4/19/2017,1,R2,3,4,05/06/2017,5,4.9,1.6,5.8
1/31/2017,278,33T,T,PRSE2,3/21/2017,1,6,7.1,2.1,4.6,4/19/2017,1,R2,3,7,05/06/2017,6,5.9,3.1,5.2
1/31/2017,278,33T,T,PRSE2,3/21/2017,1,5,6.3,4.2,4.3,4/19/2017,1,R2,3,9,05/06/2017,6,7.4,2.1,4.6
1/31/2017,278,33T,T,PRSE2,3/21/2017,1,5,5.1,1.6,3.4,4/19/2017,1,FALSE,,,,,,,
1/31/2017,278,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,278,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,1,4,4.7,2.4,3.2,4/19/2017,1,FALSE,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,1,4,3.2,2.7,2.4,4/19/2017,1,FALSE,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,279,11T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,1,6,5.9,1.5,4.2,4/19/2017,1,R2,5,1,05/06/2017,7,5.6,1.7,5.2
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,1,5,6.7,3.9,5.7,4/19/2017,1,R2,5,3,05/06/2017,6,6.1,3.1,6.2
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,1,6,5.6,3.3,4.6,4/19/2017,1,R2,5,4,05/06/2017,5,4.7,1.7,5
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,1,6,5.4,2,4,4/19/2017,1,R2,5,5,05/06/2017,7,5.4,2.6,5
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,280,11CIR,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,281,33C,C,PRSE2,3/21/2017,1,5,6.3,2.4,5.4,4/19/2017,1,R2,6,1,05/06/2017,4,2.9,1.6,4.5
1/31/2017,281,33C,C,PRSE2,3/21/2017,1,4,3.6,2,3,4/19/2017,1,R2,6,3,05/06/2017,6,5.2,1.9,5
1/31/2017,281,33C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,281,33C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,281,33C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,281,33C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,282,23T,T,PRSE2,3/21/2017,1,6,7.9,4,6,4/19/2017,1,R2,7,1,05/06/2017,7,8.7,4.4,6.2
1/31/2017,282,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,282,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,282,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,282,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,282,23T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,283,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,284,33T,T,PRSE2,3/21/2017,1,5,5.8,4.2,5.4,4/19/2017,1,R2,7,2,05/06/2017,5,4.9,3.2,5.8
1/31/2017,284,33T,T,PRSE2,3/21/2017,1,5,5.2,3,5.1,4/19/2017,1,R2,7,3,05/06/2017,6,3,1.7,6
1/31/2017,284,33T,T,PRSE2,3/21/2017,1,5,5.5,2.4,5.1,4/19/2017,1,R2,7,7,05/06/2017,6,5,1.9,5.2
1/31/2017,284,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,284,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,284,33T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,1,5,6.6,3,5,4/19/2017,1,R2,8,1,05/06/2017,6,4.3,1.7,5.2
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,1,5,5.2,2.9,4.6,4/19/2017,1,R2,8,2,05/06/2017,5,6.5,2.1,5.8
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,285,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,286,42T,T,PRSE2,3/21/2017,1,5,6.2,3.1,4.4,4/19/2017,1,R2,8,3,05/06/2017,5,3.2,1.7,5
1/31/2017,286,42T,T,PRSE2,3/21/2017,1,4,4.6,2,3,4/19/2017,1,R2,8,4,05/06/2017,6,5.4,2.3,4.9
1/31/2017,286,42T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,286,42T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,286,42T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,286,42T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,287,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,0,0,0,0,0,0,0
1/31/2017,288,42C,C,PRSE2,3/21/2017,1,6,5.8,2,4.1,4/19/2017,1,R2,8,5,05/06/2017,6,4.6,0.7,5.2
1/31/2017,288,42C,C,PRSE2,3/21/2017,1,4,3.5,1.4,3.1,4/19/2017,1,R2,8,8,05/06/2017,5,5.4,1.9,4.7
1/31/2017,288,42C,C,PRSE2,3/21/2017,1,4,3,2.1,2.1,4/19/2017,1,FALSE,,,,,,,
1/31/2017,288,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,288,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,288,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,1,4,3.2,1.6,4.6,4/19/2017,1,R2,9,9,05/06/2017,6,2,0.7,5
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,1,5,6.7,4,4.6,4/19/2017,1,R2,9,8,05/06/2017,5,5,2.1,5
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,1,5,6.8,2.7,4.3,4/19/2017,1,R2,9,7,05/06/2017,6,6.2,1.9,4.7
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,1,4,3.1,1,3.4,4/19/2017,1,R2,9,6,05/06/2017,5,2.1,1.7,4.5
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,1,5,3.5,0.9,1.9,4/19/2017,1,R2,9,4,05/06/2017,5,2.9,1.7,4.3
1/31/2017,289,33TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,1,5,6.7,2.6,5,4/19/2017,1,C2,1,2,05/06/2017,6,7.2,2.9,5.7
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,290,32TIR,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,1,4,4.6,2.4,3.6,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,291,31T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,292,42C,C,PRSE2,3/21/2017,1,5,5.5,2.3,4.4,4/19/2017,1,C2,1,3,05/06/2017,5,6.4,2.3,5
1/31/2017,292,42C,C,PRSE2,3/21/2017,1,3,4,2.4,3.6,4/19/2017,1,FALSE,,,,,,,
1/31/2017,292,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,292,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,292,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,292,42C,C,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,1,4,5.2,3.1,3.6,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
1/31/2017,293,22T,T,PRSE2,3/21/2017,0,0,0,0,0,4/19/2017,0,0,,,,,,,
